idx,tweets,labels
768366800744673280,"#Earthquake #Italy 
Rieti hospital. People queue up to give blood to wounded (photo @daniele_dav).
#Humanity https://t.co/KBPeSVLCxu",[0]
768435745455341569,Italy Red Cross still searching for survivors: Tommaso Della Longa of the Italian Red Cross tells CNN's Isa S... https://t.co/4m2ctdueQN,"[0, 3]"
768434917902540800,Photo: Italian Red Cross teams assist with rescues after a 6.0-magnitude earthquake in central Italy - @Francescorocca via @Breaking,"[0, 3]"
768345666724700160,"RT_com: URGENT: #Italy mobilizes army to tackle quake aftermath, many feared under rubble https://t.co/sHgei2QLYV... https://t.co/6QZoTk3pX4","[0, 3]"
768486394910089216,"Italy - Rotary partners sorting transp &amp; accom for incoming SBox team of 3 tmrw. Arr Rome, then on to quake zone. https://t.co/KDBfv134ns","[0, 3]"
768423666682126336,"I just donated some $ to the Italian Red Cross ""Italy's Earthquake Victims Need Aid &amp; Support"" https://t.co/0AQY5l7rju via @bustle","[0, 3]"
768495779350589440,"Italy Earthquake: Army Mobilized, Dozens Buried in Amatrice:                                 by Alexander Smi... https://t.co/ECTH0fXdIn","[0, 3]"
768450033742118912,"Death toll from #Italyearthquake rises to 73, thousands homeless, army called in to move rubble https://t.co/9nPgmQqWHl","[0, 3]"
768449513472266240,Shelterbox sends team to Italy to help earthquake rescue operation. More here: https://t.co/Vr87LRcJsJ via @BBCNews,"[0, 3]"
768482385033850880,"Italy: displeasure grows. While earthquake victims are lodged in tents, staying refugees in Finished houses in Como. https://t.co/5Vm3bMSQp0",[0]
768360296595488768,"#Italy #Earthquake: Army mobilized, #Amatrice and ... #FethullahGulen #news https://t.co/hIzPMxYSy8 https://t.co/W4b1DdpTvH","[0, 3]"
768337549945245696,Italian Red Cross volunteers are on the ground supporting people affected by the recent earthquake.  https://t.co/wvMegMxU8c,"[0, 3]"
768414747100344320,"Following a 6.2 earthquake in Italy, @ShelterBox is working with local Rotary affiliates to respond to the disaster. https://t.co/0OO8FkxMzf","[0, 3]"
768414472310521883,Italian Red Cross donations for the #earthquake https://t.co/ZLaOJHWb3z,"[0, 3]"
768466111738314755,"@3D2B will be collecting items for #earthquake victims; blankets, coats, jackets, shoes, toys etc; info:https://t.co/btmVbYyllq #ioterremoto",[0]
768407796337479680,"#ItalyEarthquake: Church sends aid, @CaritasItaliana volunteers in #Rieti deliver food and basic necessities https://t.co/UWt7me4W1t","[0, 3]"
768390430207647744,ShelterBox team to Italy within 24 hrs. Ready to help after quake. In touch with Rotary and affiliate colleagues. https://t.co/v5RdWh42BS,"[0, 3]"
768391873786290176,"Italy Earthquake: Army Mobilized, 37 Killed: An earthquake hit central Italy early Wednesday, collapsing home... https://t.co/NpSIhiyrll","[0, 3]"
768443206895828992,"Photo: Water collected for earthquake victims, in Rieti, Italy - Rieti Life via Facebook via @Breaking",[0]
768502054893424640,AT&amp;T provides free texting and calls to Italy after earthquake - https://t.co/qLM2SYT7nY https://t.co/XOCkOB1hTk,[0]
768447896240943104,Death Toll From Italian Quake Rises To 38; Army Mobilized As Dozens Remain Buried Under Rubble #Italy https://t.co/T6PYdWNKZu,"[0, 3]"
768323535588696064,#Italy #RedCross @crocerossa emergency centrs mobilized. #volunteers support affected by #earthquake @roteskreuz_de https://t.co/GofFpJvHzy,"[0, 3]"
768499846126903296,Relief groups are mobilizing to aid victims of the #ItalyEarthquake Heres how you can help https://t.co/lQoVEsh0KP https://t.co/92QnFRPrNr,[0]
768494528378449920,Keeping the families &amp; community impacted by the earthquake in our prayers. Free calls &amp; texts from the US to Italy...https://t.co/tuREM7TkSk,[0]
768479275166994432,So glad that IFRC are bringing dogs: fastest way to find survivors. Red Cross rescuers join hunt for quake survivors https://t.co/SntNjcbqvN,"[0, 3]"
768381874896973825,"Italy Earthquake: Army Mobilized, Amatrice and Accumoli Hit Hard: A 6.2-magnitude earthquake rocked a swath o... https://t.co/XIxv4PWK62","[0, 3]"
768488362353098752,Pope dispatches Vatican firefighters to help in Italy quake rescue - Daily Mail -- 15:24 https://t.co/0VqSsinCcs,[0]
768389483335028736,"(NBC 5 Dallas Fort Worth) #Italy #Earthquake: Army Mobilized, Dozens Buried in Amatrice :.. https://t.co/LlyauJe2Pa https://t.co/AXsp8wc62s","[0, 3]"
768418420060745728,Our disaster desk is active for earthquake activity today. Volunteers are monitoring. Volunteers please report in to Skype #hmrd via ^ct,"[0, 3]"
768431594419941376,Cyprus has offered rescue teams to Italy to aid in rescue efforts after a 6.2 magnitude earthquake #ItalyQuake... https://t.co/luBF5rnOJV,"[0, 3]"
768464570537111552,#Refugees in #Italy volunteering in emergency rescues following earthquake #solidarity #RescueHumanity https://t.co/HEAAuL2M1r,"[0, 3]"
768390890226200576,"245 raised for Italy Earthquake victims, target 10,000 please donate https://t.co/G5H40M1etA  @HuffPostLive @DailyMirror @BBCBreaking","[0, 1]"
768367953398079488,#earthquake The Italian Episcopal Conference allocates 1 million euros for the victims from donations #Italy https://t.co/Dcbug8rDZa,[0]
768378458288353281,"#Italy Earthquake: #Army Mobilized, Dozens Buried in Amatrice - Aug 24 @ 5:24 AM ET  https://t.co/ppilSzI9Rs","[0, 3]"
768393091371896833,First @CaritasItaliana aid already on its way after #ItalyQuake https://t.co/IkE2eow5Hk,"[0, 3]"
768463410262597635,"""Pope sends Vatican firemen to the scene"" https://t.co/x7UAkfGZVw",[0]
768435156935909376,"#Israel IDF search and rescue earthquake team on way to #ItalyEarthquake.
#IDF #Jewish #humanitarian #Aid #ADL https://t.co/lFsw3wtBTu","[0, 3]"
768359789931929600,Army is mobilized on earthquake zone #terremoto-Donacion de sangre en hospital de RIETI https://t.co/CJ2k3NZ559,"[0, 3]"
768500154253111296,Great Italian solidarity : queueing to donate blood for the victims of the earthquake. https://t.co/SVMKJ0EtV5,[0]
768354192578768896,Thanks God my friend and her family are ok.  Their house is earthquake-proof and now they are hosting who needs shelter.,[0]
768499185981255681,Maltese volunteers head out to help earthquake-stricken Umbria https://t.co/Yd3vfFjnV0,"[0, 3]"
768300446603579392,Toronto's Italian community already mobilizing to help victims of earthquake 100 miles north of Rome. Many worried about relatives.,[0]
768369675541569536,"Italy Earthquake: Army Mobilized, Amatrice and Accumoli Hit Hard - For my readers and friends in Italy.... https://t.co/45j2J7K4Qr","[0, 3]"
768359054276108288,"'Half the town is gone' 
@ShelterBox operations team prepared to respond to a 6.2 magnitude earthquake in Italy. https://t.co/CWjajV1he4","[0, 3]"
768450504242425856,Italian Red Cross is on the ground with search and rescue teams and sniffer dogs after a 6.2 magnitude earthquake. https://t.co/Bujn0qPb49,"[0, 3]"
768356256088256512,Long queues to donate blood after Earthquake strikes Central Italy.  #PrayForItaly https://t.co/mifuZNBusv,[0]
768453725476286464,@BBCBreaking Service call 4 #earthquake #live #free  twitter https://t.co/r6IDzq6eSG   and  #photostream https://t.co/O1m4l1Qmej,[0]
768367340312338432,A major earthquake has struck central Italy and Red Cross search and rescue teams are racing to help survivors... https://t.co/eiWMhEJ3Xv,"[0, 3]"
768449420849545216,"ITALY EARTHQUAKE, AUG. 24, 2016

Italian Red Cross teams assist with rescues after a 6.0-magnitude earthquake in... https://t.co/1Je31QyoSD","[0, 3]"
768419061210292224,Jerusalem  Israel Offers Italy With Aid And Rescue Efforts For Earthquake Ravaged Town: Jerusalem  Israels leader says he has offe...,"[0, 3]"
768301172708876288,"@Italy Friends, sound off!Everyone OK?What help is needed,blankets,food,water, etc, let me know, friends will help! #Pray4Italy #Earthquake",[0]
768465822662656002,Pope sends Vatican firefighters to help rescue operation after devastating earthquake https://t.co/UySRwf8H0K... https://t.co/rXOxfr2Q9D,[0]
768315293487824896,"#Italy #RedCross @crocerossa deploys Relief units and Rescue dogs, 20 ambulances on their way to respond to major #earthquake @roteskreuz_de","[0, 3]"
768436703052922881,"ENEL mobilises 100 generators for #quake victims 

#earthquake #Italy

Via GazzettaDelSud

https://t.co/xqfB7N2HIH",[0]
768399993162043392,Mobile kitchens are also being set up by @crocerossa for people forced to leave their home after the earthquake in Italy,[0]
768332398820032512,"Active numbers of the contact center of the Civil Protection: 800840840 
Civil Protection Lazio: 803555 #earthquake",[0]
768444631260553216,Kudos to the Italians in line to donate blood for the earthquake victims in Amatrice. https://t.co/wtqqfE3snd,[0]
768416445931909121,Passing dozens of Red Cross and emergency vehicles and buses on road out of Rome to earthquake zone. #ItalyEarthquake,"[0, 3]"
768492994039279616,We are working to bring electricity to the areas affected by the earthquake in central Italy. https://t.co/vzaGuKW9xq,[0]
768387630371340288,"Italy Earthquake: Army Mobilized, Dozens Buried in Amatrice - An earthquake hit central Italy early Wednesday, ... https://t.co/HO8PwhWb4G","[0, 3]"
768379217318907904,"Israeli PM Netanyahu offers Italy aid, search and rescue assistance after quake https://t.co/u4buYaOavm https://t.co/8mC5T8gCfx","[0, 3]"
768306420907466752,All the @crocerossa emergency centers are mobilized at national level. Local volunteers are supporting affected people #earthquake,"[0, 3]"
768412960569995264,Italy earthquake: Madonna and Carla Bruni donate money to victims | via @Telegraph https://t.co/5eX5qLocTl,[0]
768313152098410496,Volunteers from @crocerossa are helping people stay safe after a big #earthquake has struck in central #Italy.,"[0, 3]"
768447390047014912,We are heartbroken by the images emerging from Italy. The Salvation Army is working with the Italian government... https://t.co/kFUsaNhevS,"[0, 3]"
768546924047642624,Ecuadorian government expresses dismay at quake-victims in Italy and offers humanitarian aid: Image:  The Ecu... https://t.co/qrdbTcSX5I,"[0, 3]"
768611378227654656,"Army, Rescuers Race to Save Survivors of Italy Quake https://t.co/uR0jp97gTR https://t.co/oK944zaUBX","[0, 3]"
768525498121129984,"RT IRWorldwide: Following #earthquake in #Italy we are distributing emergency supplies of food, hygiene kits &amp; nap... https://t.co/uWxk6vhbIE",[0]
768527647945072640,"Friends and followers, please help me share this, we are raising money for #ItalyEarthquake  https://t.co/yVox9EqgsA https://t.co/HcebLuBZwn",[0]
768584656388173824,"Army, Rescuers Race to Save Survivors of Italy Quake: The 6.2 magnitude quake struck about 100 miles northeast of Rome and killed at ...","[0, 3]"
768536876823224320,Earthquake blanket https://t.co/Nh2QwgQsnn,[0]
768537578874277888,20 asylum seekers from a regional centre went to help the civil protection team  #earthquake #Italy https://t.co/WRcAo2Nmwq,[0]
768532846256488448,"T-Mobile makes calls, texts from U.S. to Italy free in aftermath of deadly earthquake https://t.co/KguBh7RjFc (via @NewsfusionApps #Tech New",[0]
768548723098017792,Ecuadorian government expresses dismay at quake-victims in Italy and offers humanitarian aid : https://t.co/bTROpSaaNt (Andes Info - andes...,"[0, 3]"
768574812474085376," #ItalyEarthquake 
&gt;Deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/pvzeGJecqT @nbcnews","[0, 3]"
768526488790446080,Italy have a big earthquake and 123 people get killed and the leader of the country mobilize the  army to help out.,"[0, 3]"
768506782096453632,There is a relief fund set up by the Italian Red Cross for the population hit by the dramatic earthquake this... https://t.co/R4Apjttizg,"[0, 3]"
768591078018715648,"#Italy #Earthquake
#Tuscany region sending to the scene additional tents for 250 u + Light trailers &amp; ambulances https://t.co/lreIsCKfsf",[0]
768609212469501952,"JUST DONATED $2 TO HELP THE VICTIMS OF THE EARTHQUAKE. 
JUST SEND A TEXT TO 45500 ! https://t.co/J43uR112ti",[0]
768600441177403392,#Italys Red Cross general fund to support those affected by the #earthquake https://t.co/5yRTNvf6Hu https://t.co/5vUZxsYXFR,"[0, 3]"
768548116752498689,"#TMobile makes calls, texts from U.S. to Italy free in aftermath of deadly earthquake. Read more: https://t.co/1MtSVthSDc $TMUS",[0]
768531692189548544,"#ItalyEarthquake We are sending food, water, and medicine to survivors of the 6.2 Magnatude earthquake  @RedCross https://t.co/SLRFnTFjxb",[0]
768525191483826176,Global Red Cross rescuers join hunt for quake survivors - IFRC | #giving  https://t.co/Ctww3OoyMQ,"[0, 3]"
768604463808458752,CBC TORONTO: 'Calls are coming in from everywhere': Torontonians sending aid to Italian earthquake zone https://t.co/ejQ3AGI3xQ,[0]
768590960716500992,"@FoxNews Pope sent his Vatican fire fighters to Italy's earthquake victims, Grazie, Gracias, thank! you. Heaven Sent.",[0]
768592094772523009,"Money is being raised to help victims of a deadly earthquake in Italy, PaulCTV reports. https://t.co/Dovm56Osbq https://t.co/TViW5lpyZO",[0]
768509338147098624,#Pope #Catholics Pope dispatches Vatican firefighters to help in Italy quake rescu...: Earli... https://t.co/GJd3t7SJbX #UniteBlue #Tcot,[0]
768528478526242816,Emergency aid from Hungary https://t.co/ocYbruD3Tk https://t.co/aokugEBwa9,"[0, 3]"
768618345683968000,"Death toll rises to 159, over 360 injured after deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/ErO6i67gqB","[0, 2, 3]"
768614281684189184,The @niaforg is raising money to help Italy's earthquake victims. Donations accepted https://t.co/VoRuQmTEBQ https://t.co/VBAmEACmiK,"[0, 1, 3]"
768577739414704128,My beautiful friends in Italy are taking food to animals near the epicentre. Pls help them by donating  https://t.co/BnSsfx0VEQ #Earthquake,[0]
768574365944324096,"GRAZIE! or GRACIAS! thank! you HOLY SEE! for sending over your Vatican fire fighters to help Italy's earthquake victims, Heavenly!!",[0]
768538735617069056,Via @FredPlotkin:Donate $1 for every plate of pasta all'amatriciana to earthquake reliec.US restaurants: steal idea! https://t.co/hdeTCdg8ja,[0]
768575191198806016,volunteers from everywhere in Italy are reaching the area of earthquake to help. We show our best in tragedies. ,[0]
768540210661580800,#GioiosaIonica 75 #migrants gave their daily pocket money to victims of #earthquake in #central #Italy. #grazie! #solidarity,[0]
768557253100244992,"""Cornwall charity ShelterBox sends relief team to Italy earthquake...""  https://t.co/zGTWyconFG #cornwall #feedly","[0, 3]"
768532750173294592,ShelterBox assessment team deploys to Italy: ShelterBox assessment team en route after 6.2 earthquake in cent... https://t.co/fEVMjb581M,"[0, 3]"
768568471894560768,"Deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/Fjd0ZskxHm via @nbcnews  SUCH SAD NEWS","[0, 3]"
768575234517630976,"Deadly Italy earthquake: Accumoli and Amatrice in ruins; 
Army mobilized in rescue~
via @nbcnews
https://t.co/3cmPZEWWUX","[0, 3]"
768512457954455552,"#Earthquake #Italy 
Colonel Massimo Tuzza
#Army working manually for the removal of rubble
 https://t.co/7R0OCAxTCX","[0, 3]"
768515505665744897,Refugees are donating their pockets money to the victims of the earthquake #justsaying,[0]
768621478040379392,ICYMI: #Saskatchewan Italian community to raise money for earthquake victims https://t.co/8a8sgNv1At #yqr #sask #ItalyEarthquake,"[0, 3]"
768530860186402818,Asylum seekers donating pocket money &amp; helping the Italian civil protection unit in the aftermath of the earthquake https://t.co/gAu2mJGMNn,[0]
768591529451655169,MoneyGram Announces Zero-Fee Transactions for Red Cross Donations Following Italy Earthquake  Satellite PR New... https://t.co/zUZ5ITipoo,"[0, 3]"
768519354694692864,"Pope dispatches Vatican firefighters to help in Italy quake rescue https://t.co/F4srgjtz80

 GMA News (gmanews) August 24, 2016",[0]
768534890333601793,Red Cross Accepting Funds After Italian Quake https://t.co/vORbqPlq4a,"[0, 3]"
768568768406560769,"Italy Earthquake: Death toll rises to 159, Army Mobilized, Dozens Buried in Amatrice - NBC News https://t.co/L8uykmjPx0","[0, 3]"
768714790235738112,"#NRJMusicNews
@LadyGaga is donating money to help recovery efforts in #Italy after an earthquake shook the country https://t.co/9xFsu1beQZ",[0]
768827476902572033,Thousands of workers join efforts to find Italy earthquake survivors https://t.co/DnHZRqjods,[0]
768835558223257600,First tent camps set up for #Italy #earthquake homeless. #Amatrice #Accumoli #CBC https://t.co/5bl4FgMoWV,[0]
768721573280899072,#MoneyGram waives transaction fees for donations to @RedCross after devastating #Italy earthquake https://t.co/xWVmpEQKND,[0]
768625953794764801,"Deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/8uBlGG7Uud via @nbcnews/ OUR PRAYERS ARE WITH YOU !","[0, 3]"
768878756421394432,#SFDonation: 200 to @BritishRedCross Italy Earthquake Appeal via @TidalWare https://t.co/8myDGt8VIQ,[0]
768661057795661824,"AT&amp;T, T-Mobile, and Verizon waive fees following earthquake in Italy

Earlier today, a mag... https://t.co/srRWaxqOIw https://t.co/BSCgdtxU9z",[0]
768773749302779904,Independent: https://t.co/wB6yTf6yU6 These refugees live on 2 per day. They've donated what they have to help It... https://t.co/yMHakZOIAm,[0]
768827541629132806,Petition to have the current Italian lottery jackpot (130m) donated to the victims of the earthquake in Italy: https://t.co/n8JGGCDA7C,[0]
768796452428484610,Chabad in Italy Offers Assistance to Earthquake Victims - Arranging volunteers from the local Jewish community... https://t.co/RDtykIAh7K,"[0, 3]"
768688426728230912,"AT&amp;T, T-&lt;b&gt;Mobile&lt;/b&gt;, and Verizon waive fees following earthquake in Italy... https://t.co/OkvQS8plHY #mobile #tech",[0]
768662043004170240,"@Gurmeetramrahim 
 Earthquake in Italy!  @derasachasauda volunteers, save the life Papa g .all.r your children .help them.",[0]
768877105962553344,Italian Chefs Are Donating Money From Plates Of Pasta Amatriciana For Earthquake Victims https://t.co/uXqalt3Fag #Chef #Foodocracy,[0]
768802725500899329,"#Italianfootball club Napoli to donate money to those affected by #earthquake 
https://t.co/Am34Z161TU",[0]
768768598835916800,These refugees live on 2 per day. They&amp;apos;ve donated what they have to help Italy&amp;apos;s... https://t.co/NG0gkZbbej ^Independent,[0]
768821166157037568,"Sami Khedira is donating 20,000 to the victims of the Italian earthquake. Pure class that guy",[0]
768859561168023553,"Photo: Asylum seekers volunteer to assist in Italy earthquake rescue mission - @Radio1Rai via @breaking
https://t.co/Qu919pPMKn",[0]
768769338165829632,"Relief efforts go through the night as @CaritasItaliana give 100,000 #ItalyQuake https://t.co/j4fH2wL4hv https://t.co/JvPjDwLMrG","[0, 3]"
768802580294148096,A group of refugees living on 2 a day have donated to Italy's earthquake victims https://t.co/F1tyaiC3zM https://t.co/WM7QccfsCA,[0]
768750478679093248,Football stadium becomes a makeshift hospital and rescue centre after Italy earthquake devastation: Mirror Chief... https://t.co/md7AnTpYqU,[0]
768847570596528128,"To show support, we're donating 1 from every Spaghetti all'Amatriciana sold until Monday to the Italian earthquake relief fund #Amatriciana",[0]
768746425584943105,I just donated 2 to the victims of the earthquake in Italy by sending a message to 45500. Make your difference. Do the same. #PrayForItaly,[0]
768821576154378240,"Packages, containing #medicalsupplies like Tylenol &amp; aspirin, will help victims of the earthquake recover: https://t.co/qwKC61Cjfa",[0]
768672980247326720,PSA: Telstra and Optus are offering free calls to Italy following yesterdays earthquake https://t.co/mrd9nU8Hp6,[0]
768848577225428992,"Italy quake - Young girl found alive under rubble, but at least 240 dead. ShelterBox team has arrived in country. https://t.co/IMw7GLStFt","[0, 3]"
768835897173291010,BERGOGLIOS GIFT TO THE VICTIMS OF THE EARTHQUAKE: VATICAN FIREFIGHTERS IN AMATRICED https://t.co/AzfQGccroO https://t.co/mzsPsy0EUh,[0]
768870479830589440,Yogapathways donated $100 of their donation fund https://t.co/buxqbNLVuy,[0]
768827171494203392,CS Monitor - Thousands of workers join efforts to find Italy earthquake survivors https://t.co/4srpwT4kVu,[0]
768810763423092738,#Telstra offers free calls to Italy in wake of earthquake. Read more: https://t.co/BYWGnwLeLs $TLS,[0]
768726200986591232,Restaurants to donate 2 for every plate of Amatriciana to help the reconstruction. London restaurants? #earthquake https://t.co/GAPoMagozC,[0]
768652868215635969,#Italys Jewish community pledges aid to areas hit by #earthquake; Have set up blood donation center @ZOA_National  https://t.co/0h2vB91IcR,[0]
768853052036177921,Cornish aid workers from @ShelterBox arrive in Italy earthquake zone: https://t.co/7aqnjO1QKE https://t.co/TB8TezThEG,"[0, 3]"
768819984780894208,"The amazing charity I work for, Team Rubicon UK has a team of qualified medics en route to Italy following the rec... https://t.co/xyjRkEnauK",[0]
768873438672855040,Asylum seekers volunteer in wake of Italian earthquake https://t.co/eVBujIuS0g,"[0, 3]"
768629284625788929,"Let's pray for + Italy + .. &gt;&gt; RT: Deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/ebwicbuhxF via @nbcnews","[0, 3]"
768832593659850752,Classy @SamiKhedira donated 20000 to victims of Italian earthquake. Also auctioning signed @juventusfcen shirt,[0]
768795233526087680,#Breaking Napoli to donate money to those affected by earthquake Read More : https://t.co/uexs8H02tq,[0]
768712022427045888,Italy Earthquake: Tent Camp For Displaced People (IT SKYTG24) https://t.co/YnZhw0LLrt https://t.co/Hy4BcIij2B,[0]
768777208265527297,The @IAMMuseumNYC and other groups are raising money for relief efforts in Italy https://t.co/W0DBFudzJK https://t.co/ZvggOHpMDb,"[0, 3]"
768835011416129536,#ItalyEarthquake: The Salvation Army Italy is making plans to respond to the 24 August quake https://t.co/W5OSr6Hloe https://t.co/ncDH5LjZqq,"[0, 3]"
768810342977646596,"Napoli to donate money to those affected by earthquake: Naples (Italy), Aug 25 (IANS) Italian foot... https://t.co/8i4K3WnRYt @yahoonews",[0]
768819079922585600,ARRL: Amateur Radio Volunteers Assisting in Italian Earthquake Response: Radio amateurs are taking part in th... https://t.co/tzBX4JYoCU,"[0, 3]"
768638056219959297,Lady Gaga will donate the money to rebuild Italy after the earthquake https://t.co/aaJSeceQad https://t.co/9aXe57kfnp #news #Russia,[0]
768724470676590592,"#AT_T, #T_Mobile, and Verizon waive fees following #earthquake in #Italy https://t.co/vYWQ6fKRpY",[0]
768802267042578432,Rotary is sending Shelterboxes to provide emergency accommodation to victims of Italian earthquake.  @ShelterBox @shelterboxpress,"[0, 3]"
768847507581440000,Refugees living on 2 per day donate to Italys quake victims. The Independent 25.08.2016... https://t.co/VxUgE3Mt2L,[0]
768668222627336192,"Verizon is offering free wireless and wireline calling from  the U.S. to Italy

https://t.co/TD164VqsRd",[0]
768793828723716096,#survival #wild Survival tool First aid kit emergency bag earthquake first aid bag https://t.co/LGbuq36QKp https://t.co/hO1NyscBrn,[0]
768854384319066112,"Despite the risks faced from the aftershocks of the earthquake in #Italy, our team is on the ground distributing aid https://t.co/NRQj42QSil","[0, 3]"
768707653673578498,People gathered this morning in Rome to donate blood for the injured #earthquake  https://t.co/8WtAiuAvSZ,"[0, 2]"
768831856057851905,"I've #justdonated to support relief efforts in italy. Donate on @justgiving and help raise 5,000 https://t.co/TmJ4UaJTqi #Italy #Earthquake","[0, 1]"
768832259256311808,"Housing, safety checks, free calls - ways #tech firms are helping Italian #earthquake #rescue efforts https://t.co/dyIxUdwjA8",[0]
768769857009704960,From Radio-Canada's team in Italy; tents erected in Amatrice for survivors of Wednesday's quake: https://t.co/VBNqFR5TIw,[0]
768749892873445376,"a man is seen in front of a tent in a temporary shelter for the #earthquake victims in #Amitrice , #Italy . https://t.co/KCpsPbbMcb",[0]
768641607692353536,T-Mobile offering free calling and texting to Italy following earthquake - TmoNews https://t.co/hsBHjYes3n,[0]
768721833143087104,"The aftershocks woke residents of the devastated region, many of them sleeping in tents or cars. https://t.co/0hasR1agLp",[0]
768800256922382336,"ProgressiveArmy: RT TheBpDShow: 6.2 Earthquake in Amatrice, Italy: https://t.co/58rgdxMVWJ via YouTube","[0, 3]"
768830972624240640,"For every plate of Bucatini all' Amatriciana served, we'll donate $2 to aid the Amatrice earthquake victims. https://t.co/4MO94KNyO1",[0]
768822636436684800,#Thanks to #Keisuke #Honda who has a #big #heart and donates 20.000 to the #victims of the #italian #earthquake https://t.co/p01jyQEAET,[0]
768740504016154625,"ITALY EARTHQUAKE - Over 1,200 people camped in tents overnight after Italian quake https://t.co/KK553Ttnv7",[0]
